"","disorder","unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod","mean_age_1_years","mean_age_2_years","EffectSize","Variance","StandardError"
"224","asd",147,"Dahlgreen2018","Dahlgren et al. (2018)","Dahlgren, S., Sandberg, A. D., Strömbergsson, S., Wenhov, L., Råstam, M., & Nettelbladt, U. (2018). Prosodic traits in speech produced by children with autism spectrum disorders–Perceptual and acoustic measurements. Autism & Developmental Language Impairments, 3, 2396941518764527.","yes","LNJ, ND","Dahlgren et al. (2018)","AD_asd","spontaneous","between","Swedish","ASD","HC",11,11,"speech_rate",NA,3.79,3.87,0.86,0.42,NA,NA,10,6,1,5,11.1,11.1,1.1,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Swedish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.118210824913108,0.182135768161969,-0.113544608140223,0.168040427377966,-0.0590024412765128,0.0450600453384714,-0.059071052812649,0.125,-0.214410719072999,0.599202659682387,"between",11.1,11,"Dahlgreen2018 AD",NA,0.925,0.925,-0.113712256854149,0.182112056303611,0.426745891958681
"225","asd",148,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE_asd","spontaneous","between","English","ASD","HC",17,17,"speech_rate",NA,4.05368641,3.87504402,0.79419204,0.6835343,NA,NA,15,14,2,3,551.29,591.53,169.52,133.14,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.241105008503505,0.11850193566361,0.235271822813904,0.112837333510075,0.119685948947435,0.0283705032332875,0.120262401120128,0.0714285714285714,0.437316111137343,0.389855741921057,"between",571.41,17,"Fusaroli2016 AE",NA,45.9408333333333,49.2941666666667,0.235402093963653,0.118461972732978,0.344183051199471
"226","asd",149,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE_asd","social interaction","between","English","ASD","HC",17,17,"speech_rate",NA,2.82504254,2.65903828,0.4217805,0.36806188,NA,NA,15,14,2,3,534.35,591.53,162,145.91,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.41937899436875,0.120233510895849,0.409232728375958,0.114486136383073,0.205226167222645,0.0264181179098167,0.208182465923286,0.0714285714285714,0.760669353359224,0.395552396098699,"between",562.94,17,"Fusaroli2016 AE",NA,44.5291666666667,49.2941666666667,0.409459322523115,0.120112602011781,0.346572650409378
"227","asd",150,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013)","AF_asd","spontaneous","between","Danish","ASD","HC",10,14,"speech_rate",NA,3.34807179,3.607,0.73301578,0.40928099,NA,NA,7,11,3,3,358.8,325.71,81.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.458590250248729,0.175809925962388,-0.44221202702556,0.163476321462476,-0.22052219703806,0.0367957150364038,-0.224204932205034,0.142857142857143,-0.831790704345155,0.578391473011193,"between",339.4975,12,"Fusaroli2013 AF",NA,29.9,27.1425,-0.442746259217597,0.175512409971304,0.418942012659633
"228","asd",151,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG_asd","spontaneous","between","Danish","ASD","HC",30,17,"speech_rate",NA,3.40489472,3.57274655,0.60880527,0.77496794,NA,NA,19,9,11,8,418.4,304.94,431.99,67.76,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.249554897185286,0.0928193909015785,-0.245301120528718,0.0896820619283749,-0.11905656771995,0.0205311540694183,-0.119623921861871,0.037037037037037,-0.452642513856207,0.305363556316217,"between",377.361276595745,23.5,"Fusaroli2013 AG",NA,34.8666666666667,25.4116666666667,-0.245368500082121,0.0927973489241677,0.304626572912095
"229","asd",152,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI_asd","spontaneous","between","Danish","ASD","HC",12,12,"speech_rate",NA,3.34222502,3.6065625,0.86069803,0.53017269,NA,NA,4,5,8,7,303,302,73.82,70.5,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.36980510775961,0.169515746202606,-0.356597782482481,0.15762369768074,-0.181820547918208,0.0383133713809123,-0.183864837056082,0.111111111111111,-0.670752269344947,0.55768445159173,"between",302.5,12,"Fusaroli2013 AI",NA,25.25,25.1666666666667,-0.357028584910657,0.169322279384236,0.41148788485718
"230","asd",153,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"speech_rate",NA,3.38795083,3.92041647,0.56277222,0.34716164,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-1.17592118077193,0.0711178811047325,-1.16214085443476,0.0694608223210574,-0.503418715730658,0.00726476711849909,-0.553874876488066,0.0384615384615385,-2.13288509007368,0.233968450782472,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,-1.16229167684697,0.0708800551247301,0.266233084203917
"231","asd",154,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"speech_rate",NA,3.51713408,3.19044118,0.59195913,0.48348389,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.613017776534859,0.0636029570074167,0.605833974466091,0.0621209972394979,0.290621366273671,0.0119822991672181,0.299244818788583,0.0384615384615385,1.1118912533432,0.209245341467566,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,0.605912599480502,0.0635383247974277,0.252068095556395
"232","asd",155,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).2","AK_asd","spontaneous","between","English","ASD","HC",52,34,"speech_rate",NA,3.65951117,3.89910928,0.58281414,0.34319111,NA,NA,50,31,2,3,152.21,160.23,36.2,36.57,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.476817689774974,0.0499643659673629,-0.47250909619267,0.0490654751839284,-0.227040263026153,0.0101904367216838,-0.231066648926521,0.0204081632653061,-0.864851622569477,0.164376175416375,"between",155.380697674419,43,"Fusaroli2015 AK",NA,12.6841666666667,13.3525,-0.472545550396638,0.0499407856645566,0.223474351245409
"233","asd",156,"Thurber1993","Thurber & Tager-Flusberg (1993)","Thurber, C., & Tager-Flusberg, H. (1993). Pauses in the narratives produced by autistic, mentally retarded, and normal children as an index of cognitive demand. Journal of Autism and Developmental Disorders, 23, 309–322.","yes","LNJ, ND","Thurber & Tager-Flusberg (1993)","W_asd","spontaneous","between","English","ASD","HC",10,10,"pause_length",NA,13.1,9.1,7.4,3.7,NA,NA,9,4,1,6,145,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.683735710306677,0.211687363038714,0.653570899557853,0.193421087551594,0.323486565224845,0.0379859357941606,0.335536282009222,0.142857142857143,1.24015939665848,0.696423509967299,"between",119,10,"Thurber1993 W",NA,12.0833333333333,7.75,0.654777060003714,0.210718324957678,0.45904065719463
"234","asd",157,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE_asd","spontaneous","between","English","ASD","HC",17,17,"pause_length",NA,1.48196282,1.12599209,0.58282222,0.22939405,NA,NA,15,14,2,3,551.29,591.53,169.52,133.14,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.803744968890041,0.127147146691413,0.784299526094314,0.121069288157451,0.372887981104617,0.0202855743879558,0.391773316139681,0.0714285714285714,1.45783211357921,0.418297346190506,"between",571.41,17,"Fusaroli2016 AE",NA,45.9408333333333,49.2941666666667,0.784733796547062,0.126703046050635,0.355953713354187
"235","asd",158,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE_asd","social interaction","between","English","ASD","HC",17,17,"pause_length",NA,1.01493902,1.07246785,0.29408742,0.17412796,NA,NA,15,14,2,3,534.35,591.53,162,145.91,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.238047883936987,0.118480394044807,-0.232288660938512,0.112816821618758,-0.118189707176867,0.0283960845610417,-0.118744689183017,0.0714285714285714,-0.431771100542208,0.38978487283581,"between",562.94,17,"Fusaroli2016 AE",NA,44.5291666666667,49.2941666666667,-0.232417280297057,0.118441438120304,0.344153218959672
"236","asd",159,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013)","AF_asd","spontaneous","between","Danish","ASD","HC",10,14,"pause_length",NA,0.6637818,0.6937922,0.42724591,0.08582569,NA,NA,7,11,3,3,358.8,325.71,81.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.106753471596424,0.171665994422277,-0.102940847610838,0.159623099405409,-0.052557431261455,0.041379564205448,-0.0526059044680393,0.142857142857143,-0.19362937891139,0.564758484689164,"between",339.4975,12,"Fusaroli2013 AF",NA,29.9,27.1425,-0.103065209480955,0.17164987220785,0.414306495493191
"237","asd",160,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG_asd","spontaneous","between","Danish","ASD","HC",30,17,"pause_length",NA,0.71530437,0.67584781,0.41503963,0.41506723,NA,NA,19,9,11,8,418.4,304.94,431.99,67.76,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.095064722080165,0.0922530042491851,0.0934443006810713,0.089134819349621,0.0456303723482993,0.0211660284855978,0.0456620814403442,0.037037037037037,0.172428332470106,0.303500218917157,"between",377.361276595745,23.5,"Fusaroli2013 AG",NA,34.8666666666667,25.4116666666667,0.0934699680536228,0.0922498056698634,0.303726531060201
"238","asd",161,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI_asd","spontaneous","between","Danish","ASD","HC",12,12,"pause_length",NA,0.62587933,0.54232979,0.3682519,0.39842632,NA,NA,4,5,8,7,303,302,73.82,70.5,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.217783429224218,0.167654783792597,0.210005449609068,0.155893287480616,0.108251813092517,0.0404574042575191,0.108677659283807,0.111111111111111,0.395015445467635,0.551562130661034,"between",302.5,12,"Fusaroli2013 AI",NA,25.25,25.1666666666667,0.210259155218205,0.167587685674022,0.409374749678119
"239","asd",162,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"pause_length",NA,76.8699939,48.839183,40.0447026,2.09e-06,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.06651815230902,0.0692870627899309,1.05401989271165,0.0676726623858747,0.467206878439968,0.00812519946983253,0.506491290236973,0.0384615384615385,1.93444994660235,0.227945299950019,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,1.05415668320664,0.0690914310253383,0.262852489098616
"240","asd",163,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"pause_length",NA,88.9048246,91.1122145,27.4900462,11.6717733,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.109947021799489,0.0608887596436468,-0.108658580137776,0.059470041138156,-0.054394629386149,0.0148152321864348,-0.0544483719951776,0.0384615384615385,-0.199421838239359,0.200315990051936,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,-0.108672681827,0.0608866805703102,0.246752265582933
"241","asd",164,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).2","AK_asd","spontaneous","between","English","ASD","HC",52,34,"pause_length",NA,54.3620888,48.144125,11.2436178,7.12759173,NA,NA,50,31,2,3,152.21,160.23,36.2,36.57,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.632276248864205,0.0509667970464062,0.626562909266035,0.0500498718890627,0.29534557090207,0.0092652723844437,0.304412638753127,0.0204081632653061,1.14682225821029,0.167674041479546,"between",155.380697674419,43,"Fusaroli2015 AK",NA,12.6841666666667,13.3525,0.626611248763152,0.0509253342684918,0.22566642255438
"242","asd",165,"Morett2015","Morett et al. (2015)","Morett, L.M., O’hearn, K., Luna, B., & Ghuman, A.S. (2016). Altered gesture and speech production in ASD detract from in-person communicative quality. Journal of Autism and Developmental disorders, 46, 998–1012.","yes","LNJ, ND","Morett et al. (2015)","AA_asd","spontaneous","between","English","ASD","HC",18,21,"pause_number",NA,2.81,1.11,1.86,1.18,NA,NA,15,15,3,6,182.04,189.72,33,29.04,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.11080399801668,0.118993648328576,1.087662248058,0.114087226196972,0.48443971260581,0.0132559980112331,0.528769218078123,0.0666666666666667,2.01477558539149,0.391473411748463,"between",186.175384615385,19.5,"Morett2015 AA",NA,15.17,15.81,1.08810868349677,0.11835384044513,0.344025929902282
